transaction_id,date,amount,category,merchant,payment_method,account_type,transaction_type,description
T-220,2025-03-07 14:40:08.881401,23.4,Subscriptions,Gym Membership,Debit Card,Investment,Deposit,Property who force have seven event.
T-922,2025-03-09 14:40:08.881401,2410.57,Other,Miscellaneous,Mobile Payment,Savings,Payment,Garden full window pretty hair news.
T-932,2025-03-09 14:40:08.881401,123.15,Utilities,Water Works,Credit Card,Investment,Payment,Region involve movement with.
T-1062,2025-03-09 14:40:08.881401,2083.31,Rent/Mortgage,Landlord,Bank Transfer,Investment,Deposit,Believe lose life see cultural week by.
T-1115,2025-03-09 14:40:08.881401,22.28,Groceries,Whole Foods,Bank Transfer,Savings,Payment,Sit student almost factor example analysis.
T-329,2025-03-09 14:40:08.881401,23.12,Entertainment,Concert Hall,Debit Card,Savings,Payment,Music deep little into.
T-1027,2025-03-09 14:40:08.881401,221.45,Shopping,Amazon,Mobile Payment,Savings,Deposit,Much fire few air.
T-427,2025-03-09 14:40:08.881401,5.0,Subscriptions,Apple Music,Mobile Payment,Investment,Transfer,Environment third inside common.
T-848,2025-03-09 14:40:08.881401,117.94,Shopping,Target,Bank Transfer,Checking,Payment,Doctor specific toward certainly.
T-493,2025-03-10 14:40:08.881401,5.0,Subscriptions,Amazon Prime,Cash,Investment,Deposit,Exactly it vote trip grow customer owner.
T-699,2025-03-10 14:40:08.881401,90.14,Groceries,Whole Foods,Cash,Savings,Payment,Since ten control idea woman.
T-651,2025-03-11 14:40:08.881401,1216.9,Shopping,Amazon,Mobile Payment,Savings,Deposit,Between hot wish.
T-1094,2025-03-11 14:40:08.881401,81.77,Groceries,Walmart,Cash,Checking,Transfer,Century avoid here entire water course against.
T-277,2025-03-12 14:40:08.881401,159.92,Utilities,Gas Utility,Debit Card,Savings,Payment,Fight particularly actually nation dark.
T-426,2025-03-12 14:40:08.881401,120.29,Healthcare,Dental Care,Mobile Payment,Savings,Payment,Top collection leave apply police fast course.
T-498,2025-03-12 14:40:08.881401,25.02,Dining,Chipotle,Bank Transfer,Checking,Deposit,Happy send career ahead to.
T-267,2025-03-12 14:40:08.881401,13.68,Dining,Local Cafe,Credit Card,Investment,Withdrawal,Soon night hair as.
T-288,2025-03-13 14:40:08.881401,34.31,Dining,Starbucks,Credit Card,Investment,Payment,Score number fight defense son.
T-120,2025-03-14 14:40:08.881401,7.79,Entertainment,Concert Hall,Cash,Checking,Transfer,Fear order service simple on life ready.
T-797,2025-03-14 14:40:08.881401,788.22,Shopping,Amazon,Mobile Payment,Savings,Withdrawal,Particularly learn through tell.
T-1066,2025-03-14 14:40:08.881401,4637.35,Other,Miscellaneous,Cash,Checking,Transfer,Toward operation matter hard source.
T-1010,2025-03-15 14:40:08.881401,100.01,Healthcare,Pharmacy,Mobile Payment,Investment,Withdrawal,Firm write brother well play let.
T-407,2025-03-15 14:40:08.881401,5.0,Subscriptions,Gym Membership,Cash,Investment,Withdrawal,Their entire sort room direction chance owner color.
T-620,2025-03-16 14:40:08.881401,9.73,Shopping,Amazon,Debit Card,Investment,Deposit,Address newspaper guess six work despite record.
T-191,2025-03-17 14:40:08.881401,2546.27,Other,Miscellaneous,Mobile Payment,Investment,Transfer,Very affect shoulder again.
T-802,2025-03-17 14:40:08.881401,22.6,Dining,Chipotle,Debit Card,Investment,Transfer,Certainly great prevent usually set scene off.
T-90,2025-03-17 14:40:08.881401,27.12,Dining,McDonald's,Debit Card,Investment,Deposit,Issue drive entire enter politics indicate future affect.
T-997,2025-03-17 14:40:08.881401,35.73,Shopping,Target,Bank Transfer,Investment,Transfer,Blood air dream girl list respond hard.
T-315,2025-03-18 14:40:08.881401,75.19,Groceries,Whole Foods,Credit Card,Checking,Withdrawal,Concern training effort her agreement major center next.
T-507,2025-03-18 14:40:08.881401,76.51,Utilities,Gas Utility,Debit Card,Savings,Withdrawal,Into rock myself probably add.
T-1126,2025-03-18 14:40:08.881401,1610.35,Rent/Mortgage,Landlord,Credit Card,Checking,Withdrawal,Mention compare under.
T-658,2025-03-18 14:40:08.881401,55.22,Healthcare,Pharmacy,Debit Card,Investment,Transfer,Individual deep act customer try.
T-748,2025-03-18 14:40:08.881401,74.68,Groceries,Walmart,Cash,Investment,Transfer,Resource seven although fish minute.
T-6,2025-03-19 14:40:08.881401,295.51,Shopping,Best Buy,Credit Card,Checking,Transfer,Rock establish thought wall have check.
T-788,2025-03-19 14:40:08.881401,45.84,Utilities,Water Works,Debit Card,Investment,Transfer,Level lose life much.
T-941,2025-03-19 14:40:08.881401,127.72,Healthcare,Dental Care,Cash,Savings,Transfer,See compare however party practice receive.
T-445,2025-03-19 14:40:08.881401,251.07,Travel,Delta,Credit Card,Savings,Withdrawal,Town car allow bed from last prevent.
T-172,2025-03-19 14:40:08.881401,4665.79,Other,Miscellaneous,Credit Card,Savings,Deposit,Material probably white as reduce trouble charge.
T-444,2025-03-19 14:40:08.881401,18.81,Subscriptions,Apple Music,Cash,Checking,Deposit,Less edge subject across provide.
T-776,2025-03-19 14:40:08.881401,1836.76,Rent/Mortgage,Landlord,Cash,Checking,Payment,Section fine campaign world never.
T-903,2025-03-20 14:40:08.881401,6.78,Subscriptions,Amazon Prime,Credit Card,Investment,Withdrawal,Training peace what father.
T-741,2025-03-20 14:40:08.881401,12.6,Entertainment,Spotify,Cash,Investment,Withdrawal,During figure few.
T-856,2025-03-20 14:40:08.881401,5.0,Subscriptions,Apple Music,Mobile Payment,Checking,Deposit,Cover near since whose arm include born.
T-650,2025-03-20 14:40:08.881401,172.62,Travel,Delta,Credit Card,Savings,Withdrawal,Rather idea education.
T-536,2025-03-21 14:40:08.881401,150.69,Shopping,Best Buy,Mobile Payment,Investment,Deposit,Chance audience quality doctor.
T-376,2025-03-22 14:40:08.881401,1757.27,Other,Miscellaneous,Mobile Payment,Investment,Payment,Strategy national end range year.
T-140,2025-03-22 14:40:08.881401,19.93,Entertainment,AMC Theatres,Debit Card,Checking,Payment,Next and air about kind southern.
T-81,2025-03-22 14:40:08.881401,278.49,Travel,Airbnb,Cash,Savings,Deposit,His service investment machine then.
T-156,2025-03-22 14:40:08.881401,122.33,Healthcare,Clinic,Cash,Checking,Payment,Standard miss tend effect start difference.
T-910,2025-03-24 14:40:08.881401,80.37,Travel,Hilton,Bank Transfer,Investment,Withdrawal,Member leave anyone world.
T-947,2025-03-24 14:40:08.881401,253.87,Travel,Uber,Credit Card,Investment,Deposit,Myself officer finally evening article popular box.
T-250,2025-03-24 14:40:08.881401,124.78,Utilities,Electric Co,Cash,Investment,Deposit,Most certainly director.
T-402,2025-03-24 14:40:08.881401,23.48,Subscriptions,Amazon Prime,Credit Card,Checking,Transfer,Leave pretty decision.
R-8,2025-03-25 14:40:08.881401,1167.87,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Payment,Monthly rent/mortgage payment
S-Gym Membership-8,2025-03-25 14:40:08.881401,26.41,Subscriptions,Gym Membership,Mobile Payment,Checking,Payment,Monthly subscription: Gym Membership
T-930,2025-03-25 14:40:08.881401,31.26,Dining,Chipotle,Cash,Investment,Deposit,Send about for.
T-418,2025-03-27 14:40:08.881401,13.29,Subscriptions,Gym Membership,Credit Card,Savings,Payment,Foreign center conference oil store.
T-714,2025-03-27 14:40:08.881401,2038.63,Shopping,Mall Store,Debit Card,Checking,Transfer,Network above particularly thing approach person have world.
T-433,2025-03-27 14:40:08.881401,1725.28,Rent/Mortgage,Landlord,Mobile Payment,Investment,Payment,Environment economy assume enough foot public.
T-1105,2025-03-27 14:40:08.881401,5.0,Dining,Chipotle,Bank Transfer,Checking,Transfer,Brother skin our rock arm speak.
S-Netflix-8,2025-03-27 14:40:08.881401,13.92,Subscriptions,Netflix,Debit Card,Checking,Payment,Monthly subscription: Netflix
T-859,2025-03-27 14:40:08.881401,77.64,Groceries,Costco,Bank Transfer,Savings,Deposit,Theory determine respond listen baby doctor paper age.
T-862,2025-03-28 14:40:08.881401,21.93,Entertainment,Netflix,Debit Card,Savings,Transfer,Magazine their within.
T-399,2025-03-29 14:40:08.881401,26.11,Dining,McDonald's,Debit Card,Savings,Deposit,Plant benefit easy learn early.
T-303,2025-03-29 14:40:08.881401,1461.1,Rent/Mortgage,Mortgage Bank,Bank Transfer,Savings,Withdrawal,Newspaper rather last democratic second perhaps cultural.
T-216,2025-03-29 14:40:08.881401,1347.05,Rent/Mortgage,Landlord,Cash,Checking,Deposit,Work majority already suddenly.
T-750,2025-03-29 14:40:08.881401,1633.09,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Transfer,Arrive admit staff third career.
T-842,2025-03-29 14:40:08.881401,28.79,Dining,Starbucks,Debit Card,Savings,Payment,Letter Republican since bag.
T-33,2025-03-29 14:40:08.881401,136.2,Travel,Delta,Credit Card,Checking,Deposit,She however important sister future.
T-118,2025-03-30 14:40:08.881401,6.67,Dining,Chipotle,Debit Card,Checking,Payment,Community floor like feeling international theory prove hear.
S-Amazon Prime-8,2025-03-30 14:40:08.881401,15.66,Subscriptions,Amazon Prime,Cash,Checking,Payment,Monthly subscription: Amazon Prime
T-50,2025-03-31 14:40:08.881401,1787.32,Rent/Mortgage,Mortgage Bank,Cash,Investment,Deposit,Choose environmental model meet.
T-502,2025-03-31 14:40:08.881401,92.79,Travel,Airbnb,Cash,Checking,Payment,Less account Democrat still.
T-988,2025-03-31 14:40:08.881401,219.24,Shopping,Amazon,Cash,Savings,Withdrawal,Series that add type tend.
T-226,2025-03-31 14:40:08.881401,103.88,Utilities,Gas Utility,Debit Card,Checking,Deposit,Full safe table course.
T-1072,2025-03-31 14:40:08.881401,20.79,Subscriptions,Gym Membership,Debit Card,Savings,Deposit,Either get appear own issue middle life.
T-241,2025-04-01 14:40:08.881401,82.13,Travel,Hilton,Bank Transfer,Investment,Withdrawal,Man remember old air picture.
T-534,2025-04-01 14:40:08.881401,2164.7,Travel,Hilton,Mobile Payment,Savings,Transfer,Deal community production network student.
T-431,2025-04-01 14:40:08.881401,165.16,Travel,Uber,Debit Card,Savings,Payment,Sound discussion security writer.
T-980,2025-04-02 14:40:08.881401,1951.96,Other,Miscellaneous,Bank Transfer,Investment,Withdrawal,Result dark box represent individual develop social.
T-476,2025-04-03 14:40:08.881401,500.57,Other,Miscellaneous,Bank Transfer,Investment,Deposit,Enough who task new morning indicate business.
T-1067,2025-04-03 14:40:08.881401,1765.5,Rent/Mortgage,Mortgage Bank,Cash,Checking,Deposit,Picture remain kitchen list but check.
T-425,2025-04-03 14:40:08.881401,1077.49,Other,Miscellaneous,Bank Transfer,Investment,Deposit,Put during eat explain choice step.
T-1083,2025-04-04 14:40:08.881401,114.12,Healthcare,Clinic,Credit Card,Checking,Transfer,World meet news more computer.
T-242,2025-04-04 14:40:08.881401,1182.48,Rent/Mortgage,Landlord,Cash,Investment,Deposit,Strategy else cold quality they decade.
T-70,2025-04-04 14:40:08.881401,97.75,Utilities,Electric Co,Credit Card,Investment,Withdrawal,Author always vote may sister.
T-372,2025-04-04 14:40:08.881401,119.11,Healthcare,Pharmacy,Cash,Checking,Transfer,Role north owner poor sport.
T-183,2025-04-04 14:40:08.881401,57.29,Shopping,Amazon,Cash,Savings,Deposit,Blood doctor blue authority professional society.
T-152,2025-04-05 14:40:08.881401,2924.72,Other,Miscellaneous,Debit Card,Checking,Deposit,Kitchen difference when red drop go level.
T-484,2025-04-05 14:40:08.881401,31.45,Groceries,Trader Joe's,Credit Card,Checking,Deposit,Above another modern act she.
T-324,2025-04-05 14:40:08.881401,1119.02,Rent/Mortgage,Mortgage Bank,Mobile Payment,Checking,Withdrawal,Weight TV expert music.
T-837,2025-04-05 14:40:08.881401,2841.14,Other,Miscellaneous,Cash,Savings,Deposit,Program phone space or course style director.
T-703,2025-04-05 14:40:08.881401,1472.62,Rent/Mortgage,Landlord,Credit Card,Savings,Deposit,Question prepare job ability south budget drop test.
T-545,2025-04-05 14:40:08.881401,47.68,Groceries,Trader Joe's,Cash,Investment,Transfer,Onto scene campaign wish some.
T-653,2025-04-05 14:40:08.881401,136.58,Healthcare,Pharmacy,Cash,Investment,Withdrawal,Argue physical figure deal popular compare.
T-684,2025-04-05 14:40:08.881401,15.77,Dining,McDonald's,Debit Card,Investment,Deposit,Teach prepare economic write organization.
T-219,2025-04-06 14:40:08.881401,679.53,Other,Miscellaneous,Credit Card,Savings,Payment,War evening compare energy wonder yet former collection.
T-508,2025-04-06 14:40:08.881401,5.0,Dining,McDonald's,Bank Transfer,Checking,Transfer,Party radio respond prepare media matter throughout.
T-710,2025-04-06 14:40:08.881401,49.25,Groceries,Walmart,Debit Card,Savings,Payment,Stock computer care city fast capital.
T-850,2025-04-06 14:40:08.881401,153.22,Utilities,Gas Utility,Debit Card,Investment,Withdrawal,Walk born mission admit quickly financial.
T-207,2025-04-06 14:40:08.881401,75.74,Groceries,Walmart,Credit Card,Checking,Deposit,Hair such including scientist create.
T-901,2025-04-07 14:40:08.881401,1663.47,Other,Miscellaneous,Cash,Savings,Withdrawal,Skin itself according.
T-753,2025-04-07 14:40:08.881401,1302.88,Rent/Mortgage,Mortgage Bank,Debit Card,Checking,Transfer,Same PM officer theory.
T-456,2025-04-07 14:40:08.881401,75.92,Utilities,Electric Co,Bank Transfer,Savings,Transfer,Blue push song they protect affect turn thought.
T-721,2025-04-08 14:40:08.881401,69.01,Travel,Uber,Mobile Payment,Investment,Payment,Manager future include understand mention.
T-259,2025-04-08 14:40:08.881401,232.95,Shopping,Amazon,Credit Card,Checking,Deposit,Onto compare new little.
T-522,2025-04-09 14:40:08.881401,1357.08,Rent/Mortgage,Mortgage Bank,Bank Transfer,Investment,Withdrawal,Eat mean hard guess.
T-1114,2025-04-09 14:40:08.881401,1409.98,Rent/Mortgage,Landlord,Cash,Checking,Deposit,Push financial between soon almost everybody hard hotel.
T-26,2025-04-09 14:40:08.881401,5.0,Subscriptions,Apple Music,Mobile Payment,Checking,Payment,Enjoy respond us section whatever structure project piece.
T-792,2025-04-09 14:40:08.881401,57.69,Utilities,Gas Utility,Credit Card,Checking,Payment,However authority positive line wait action.
T-1063,2025-04-10 14:40:08.881401,4528.23,Other,Miscellaneous,Credit Card,Savings,Transfer,Republican sure box third.
T-1081,2025-04-10 14:40:08.881401,181.53,Shopping,Amazon,Credit Card,Checking,Withdrawal,Discuss wind less agency where discover each care.
T-665,2025-04-10 14:40:08.881401,4524.34,Other,Miscellaneous,Bank Transfer,Investment,Deposit,Long under decision six energy last tell.
T-143,2025-04-11 14:40:08.881401,106.32,Shopping,Mall Store,Debit Card,Investment,Payment,Mean this own adult century worry agreement.
T-832,2025-04-12 14:40:08.881401,22.6,Dining,Starbucks,Mobile Payment,Savings,Withdrawal,Threat try see there enough.
T-177,2025-04-12 14:40:08.881401,1501.48,Rent/Mortgage,Mortgage Bank,Credit Card,Savings,Transfer,Minute one what throw.
T-369,2025-04-12 14:40:08.881401,151.51,Travel,Hilton,Mobile Payment,Savings,Transfer,Truth about threat good gas much.
T-388,2025-04-13 14:40:08.881401,170.83,Travel,Hilton,Debit Card,Investment,Withdrawal,Newspaper either view too.
T-214,2025-04-13 14:40:08.881401,2054.37,Rent/Mortgage,Mortgage Bank,Credit Card,Checking,Payment,Way brother include stop to finish.
T-232,2025-04-13 14:40:08.881401,21.52,Dining,McDonald's,Mobile Payment,Savings,Withdrawal,Town word marriage indicate tax.
T-734,2025-04-15 14:40:08.881401,166.82,Groceries,Walmart,Bank Transfer,Investment,Payment,Save model authority culture central determine.
T-533,2025-04-15 14:40:08.881401,3076.51,Other,Miscellaneous,Cash,Investment,Transfer,Us husband address.
T-602,2025-04-16 14:40:08.881401,104.58,Groceries,Walmart,Mobile Payment,Savings,Withdrawal,Program now everybody better move.
T-180,2025-04-16 14:40:08.881401,94.34,Healthcare,Clinic,Mobile Payment,Investment,Payment,In right main feeling beautiful two buy husband.
T-21,2025-04-16 14:40:08.881401,2915.47,Other,Miscellaneous,Credit Card,Checking,Deposit,As Congress artist.
T-109,2025-04-17 14:40:08.881401,20.79,Entertainment,Netflix,Credit Card,Checking,Withdrawal,Listen left behavior himself enjoy model hot.
T-1129,2025-04-17 14:40:08.881401,1857.64,Rent/Mortgage,Landlord,Bank Transfer,Investment,Deposit,Employee side program vote who provide argue.
T-71,2025-04-17 14:40:08.881401,61.83,Utilities,Gas Utility,Mobile Payment,Investment,Payment,Either onto spend serious boy.
T-722,2025-04-17 14:40:08.881401,1635.35,Other,Miscellaneous,Credit Card,Investment,Payment,Remain skill among maintain capital fast degree.
T-234,2025-04-17 14:40:08.881401,26.4,Dining,Local Cafe,Mobile Payment,Checking,Deposit,Us perform across central own add.
T-724,2025-04-18 14:40:08.881401,5.85,Entertainment,Netflix,Cash,Checking,Transfer,Seem let attention.
T-52,2025-04-19 14:40:08.881401,254.06,Shopping,Best Buy,Cash,Investment,Transfer,Cost weight plan car soon cost exactly.
T-60,2025-04-19 14:40:08.881401,202.84,Travel,Uber,Debit Card,Investment,Payment,Live score another add.
T-492,2025-04-19 14:40:08.881401,1430.31,Rent/Mortgage,Mortgage Bank,Cash,Checking,Transfer,Pick issue project car.
T-996,2025-04-19 14:40:08.881401,103.58,Groceries,Whole Foods,Bank Transfer,Investment,Deposit,Leg team bad.
T-337,2025-04-19 14:40:08.881401,14.97,Entertainment,AMC Theatres,Mobile Payment,Savings,Deposit,Above serve write the final five.
T-218,2025-04-21 14:40:08.881401,2510.14,Other,Miscellaneous,Debit Card,Investment,Withdrawal,Even mention begin next next drug want discover.
T-400,2025-04-21 14:40:08.881401,128.46,Shopping,Amazon,Mobile Payment,Checking,Withdrawal,Town remain number.
T-1132,2025-04-21 14:40:08.881401,126.93,Travel,Delta,Debit Card,Savings,Withdrawal,Only newspaper discover very.
T-666,2025-04-21 14:40:08.881401,3650.18,Other,Miscellaneous,Bank Transfer,Investment,Withdrawal,Water buy this agree.
T-1050,2025-04-22 14:40:08.881401,93.47,Utilities,Gas Utility,Cash,Savings,Deposit,Trip age anyone set situation nice.
T-951,2025-04-22 14:40:08.881401,273.4,Shopping,Best Buy,Debit Card,Savings,Withdrawal,Black face day here old hundred.
T-637,2025-04-24 14:40:08.881401,3702.98,Other,Miscellaneous,Mobile Payment,Investment,Transfer,Recognize close trip someone learn laugh.
T-300,2025-04-24 14:40:08.881401,186.4,Travel,Delta,Mobile Payment,Savings,Transfer,Hold identify performance deep letter arm stuff across.
R-9,2025-04-24 14:40:08.881401,1644.71,Rent/Mortgage,Landlord,Bank Transfer,Checking,Payment,Monthly rent/mortgage payment
T-564,2025-04-24 14:40:08.881401,14.49,Entertainment,Concert Hall,Cash,Investment,Deposit,Arm white act individual if fly fact.
T-462,2025-04-24 14:40:08.881401,10.33,Subscriptions,Gym Membership,Bank Transfer,Investment,Payment,Hour rock down agency science budget less.
T-1120,2025-04-25 14:40:08.881401,117.21,Groceries,Whole Foods,Cash,Savings,Withdrawal,Could according watch.
T-428,2025-04-25 14:40:08.881401,1592.57,Other,Miscellaneous,Mobile Payment,Savings,Transfer,Responsibility nation Congress fight necessary.
T-791,2025-04-25 14:40:08.881401,126.06,Healthcare,Dental Care,Cash,Savings,Withdrawal,Yard wall special require effect write.
T-820,2025-04-25 14:40:08.881401,5.0,Entertainment,Spotify,Debit Card,Savings,Deposit,Rate kind save.
S-Netflix-9,2025-04-26 14:40:08.881401,20.1,Subscriptions,Netflix,Bank Transfer,Checking,Payment,Monthly subscription: Netflix
T-144,2025-04-26 14:40:08.881401,3468.03,Other,Miscellaneous,Debit Card,Investment,Withdrawal,Firm next issue ok.
S-Gym Membership-9,2025-04-26 14:40:08.881401,-4.14,Subscriptions,Gym Membership,Cash,Checking,Payment,Monthly subscription: Gym Membership
T-705,2025-04-27 14:40:08.881401,86.25,Groceries,Walmart,Bank Transfer,Investment,Transfer,Bill must run response total move be.
T-489,2025-04-27 14:40:08.881401,12.91,Subscriptions,Amazon Prime,Cash,Savings,Withdrawal,Case quality senior young court community few public.
T-363,2025-04-27 14:40:08.881401,13.56,Healthcare,Dental Care,Mobile Payment,Savings,Deposit,Drop might college various ball development form.
T-943,2025-04-27 14:40:08.881401,190.4,Travel,Hilton,Debit Card,Investment,Transfer,Treat compare food bring nature there way.
T-353,2025-04-27 14:40:08.881401,4463.17,Other,Miscellaneous,Mobile Payment,Investment,Deposit,Admit least religious young blue skill.
T-341,2025-04-27 14:40:08.881401,1014.16,Shopping,Amazon,Debit Card,Savings,Transfer,Not paper always event opportunity cover.
T-523,2025-04-28 14:40:08.881401,5.0,Groceries,Costco,Bank Transfer,Checking,Withdrawal,Manager exactly expect draw.
T-179,2025-04-28 14:40:08.881401,66.77,Groceries,Whole Foods,Bank Transfer,Checking,Withdrawal,Physical various professional cultural own score.
S-Amazon Prime-9,2025-04-28 14:40:08.881401,-2.97,Subscriptions,Amazon Prime,Bank Transfer,Checking,Payment,Monthly subscription: Amazon Prime
T-987,2025-04-28 14:40:08.881401,117.19,Travel,Airbnb,Bank Transfer,Savings,Transfer,Stock minute reason risk suffer fine page establish.
T-570,2025-04-29 14:40:08.881401,21.77,Subscriptions,Gym Membership,Mobile Payment,Investment,Deposit,Market performance use produce.
T-514,2025-04-29 14:40:08.881401,1732.53,Rent/Mortgage,Landlord,Mobile Payment,Checking,Payment,Arm job address spring court general capital.
T-1049,2025-04-29 14:40:08.881401,1477.68,Travel,Hilton,Cash,Savings,Payment,Just perform child heart.
T-243,2025-04-29 14:40:08.881401,63.49,Healthcare,Clinic,Mobile Payment,Checking,Deposit,Between since money section budget speak any.
T-361,2025-04-29 14:40:08.881401,116.92,Groceries,Walmart,Cash,Investment,Payment,Suggest house perhaps attack magazine.
T-598,2025-04-30 14:40:08.881401,47.75,Shopping,Target,Cash,Investment,Withdrawal,End usually whole even.
T-833,2025-04-30 14:40:08.881401,19.61,Entertainment,AMC Theatres,Credit Card,Savings,Transfer,Car consider television watch evening step nation address.
T-231,2025-04-30 14:40:08.881401,717.31,Shopping,Amazon,Credit Card,Savings,Transfer,Week before specific.
T-1082,2025-05-01 14:40:08.881401,17.37,Dining,McDonald's,Credit Card,Savings,Transfer,Him throughout tonight condition stop.
T-619,2025-05-01 14:40:08.881401,28.33,Entertainment,Concert Hall,Debit Card,Checking,Transfer,Require put wonder in herself.
T-575,2025-05-01 14:40:08.881401,67.73,Groceries,Costco,Mobile Payment,Savings,Transfer,Camera like whether machine executive interesting.
T-457,2025-05-02 14:40:08.881401,1894.0,Rent/Mortgage,Mortgage Bank,Debit Card,Investment,Payment,On region develop single thank.
T-548,2025-05-02 14:40:08.881401,72.35,Travel,Hilton,Credit Card,Investment,Transfer,Of show you response.
T-261,2025-05-02 14:40:08.881401,89.17,Utilities,Gas Utility,Mobile Payment,Savings,Transfer,All war building certainly full something back trouble.
T-881,2025-05-02 14:40:08.881401,104.11,Shopping,Target,Cash,Investment,Payment,That focus event case would forget.
T-129,2025-05-02 14:40:08.881401,167.96,Healthcare,Dental Care,Mobile Payment,Checking,Transfer,Prepare exist assume long.
T-796,2025-05-02 14:40:08.881401,113.98,Utilities,Gas Utility,Credit Card,Investment,Payment,Election election yeah hope decide.
T-606,2025-05-03 14:40:08.881401,117.18,Healthcare,Clinic,Bank Transfer,Savings,Transfer,Still consumer institution wrong itself part nearly.
T-483,2025-05-03 14:40:08.881401,185.71,Healthcare,Dental Care,Bank Transfer,Investment,Payment,Religious born organization sport professor.
T-69,2025-05-03 14:40:08.881401,4581.64,Other,Miscellaneous,Mobile Payment,Investment,Deposit,Mission dream network season also.
T-559,2025-05-03 14:40:08.881401,302.22,Travel,Airbnb,Debit Card,Investment,Payment,Soldier thing article if who difficult.
T-542,2025-05-03 14:40:08.881401,3628.3,Other,Miscellaneous,Bank Transfer,Checking,Transfer,Table still respond feel boy.
T-547,2025-05-03 14:40:08.881401,121.27,Shopping,Mall Store,Cash,Checking,Payment,Partner make eye laugh control indeed east must.
T-199,2025-05-04 14:40:08.881401,4745.4,Other,Miscellaneous,Debit Card,Savings,Withdrawal,Big onto sea Democrat cold success.
T-706,2025-05-04 14:40:08.881401,138.18,Groceries,Whole Foods,Debit Card,Checking,Payment,Create car ever site student pay.
T-668,2025-05-04 14:40:08.881401,5.0,Entertainment,Concert Hall,Mobile Payment,Savings,Deposit,Along want again glass.
T-209,2025-05-04 14:40:08.881401,178.42,Utilities,Gas Utility,Cash,Savings,Transfer,Ready early shake develop room debate.
T-696,2025-05-04 14:40:08.881401,22.88,Dining,Chipotle,Mobile Payment,Checking,Withdrawal,Fill which require center environment.
T-834,2025-05-04 14:40:08.881401,11.86,Subscriptions,Gym Membership,Mobile Payment,Investment,Payment,Manage treat charge item then.
T-294,2025-05-05 14:40:08.881401,217.05,Other,Miscellaneous,Cash,Checking,Withdrawal,Name least year fine candidate system finish.
T-394,2025-05-05 14:40:08.881401,89.76,Shopping,Mall Store,Credit Card,Investment,Payment,Store herself professional role song.
T-968,2025-05-05 14:40:08.881401,111.6,Utilities,Water Works,Debit Card,Investment,Payment,Country outside them discover floor range seat.
T-565,2025-05-07 14:40:08.881401,172.59,Utilities,Gas Utility,Debit Card,Checking,Withdrawal,What stop I professor lot agent international exist.
T-764,2025-05-08 14:40:08.881401,46.04,Healthcare,Dental Care,Cash,Checking,Deposit,Clearly open general make.
T-986,2025-05-08 14:40:08.881401,23.8,Entertainment,Spotify,Cash,Savings,Payment,Main data country with front.
T-228,2025-05-08 14:40:08.881401,152.35,Shopping,Best Buy,Debit Card,Savings,Transfer,Congress unit program factor goal order evening none.
T-247,2025-05-09 14:40:08.881401,20.89,Entertainment,Spotify,Cash,Checking,Deposit,Floor foot arrive sit late stand girl record.
T-1014,2025-05-09 14:40:08.881401,13.3,Subscriptions,Amazon Prime,Mobile Payment,Investment,Payment,Her mouth debate from message.
T-917,2025-05-09 14:40:08.881401,63.8,Shopping,Target,Credit Card,Checking,Transfer,Pretty cost fall newspaper record ahead.
T-863,2025-05-11 14:40:08.881401,41.1,Dining,Local Cafe,Cash,Checking,Deposit,East either other.
T-1003,2025-05-11 14:40:08.881401,2059.88,Other,Miscellaneous,Credit Card,Investment,Withdrawal,Light court sing forward.
T-281,2025-05-11 14:40:08.881401,172.5,Utilities,Electric Co,Bank Transfer,Checking,Payment,For total audience tough town.
T-1017,2025-05-11 14:40:08.881401,62.88,Groceries,Walmart,Credit Card,Investment,Withdrawal,Short establish bill simply.
T-203,2025-05-11 14:40:08.881401,100.57,Healthcare,Clinic,Bank Transfer,Investment,Deposit,Race act leg bit page raise relationship.
T-223,2025-05-12 14:40:08.881401,253.0,Shopping,Amazon,Mobile Payment,Investment,Deposit,Certainly business able south leader send risk.
T-795,2025-05-12 14:40:08.881401,49.59,Dining,Starbucks,Credit Card,Savings,Withdrawal,Line agent land magazine term role not.
T-248,2025-05-12 14:40:08.881401,149.06,Utilities,Water Works,Bank Transfer,Investment,Deposit,Conference general bank knowledge.
T-1140,2025-05-13 14:40:08.881401,36.8,Shopping,Mall Store,Credit Card,Checking,Deposit,Wall international store.
T-584,2025-05-13 14:40:08.881401,14.62,Healthcare,Pharmacy,Mobile Payment,Savings,Deposit,Sing ground ability party because series.
T-403,2025-05-14 14:40:08.881401,31.34,Dining,Local Cafe,Mobile Payment,Checking,Withdrawal,From effect get them whatever standard.
T-113,2025-05-15 14:40:08.881401,18.39,Groceries,Costco,Bank Transfer,Investment,Payment,Around learn herself thus service chance.
T-122,2025-05-16 14:40:08.881401,37.62,Dining,McDonald's,Credit Card,Checking,Payment,Air international add pattern claim unit.
T-1055,2025-05-18 14:40:08.881401,5.0,Groceries,Whole Foods,Mobile Payment,Investment,Withdrawal,Hard rich worry industry store true sister.
T-95,2025-05-18 14:40:08.881401,1552.83,Rent/Mortgage,Mortgage Bank,Bank Transfer,Investment,Payment,Water but feeling PM.
